port,cargo_type,customer_type,industry,transport_mode,distance_km,transport_cost,port_cost,total_cost,delay_occurred,delay_days,monthly_spend_value,shipment_frequency,storage_required,storage_days,express_required,loss_due_to_delay,customer_satisfaction,will_choose_portkart
JNPT,Liquid,Retailer,Chemicals,Rail,502,53627,21345,74972,1,2,224916,12,1,2,0,6128,4,1
Kolkata,Liquid,Retailer,Machinery,Road,558,79918,36737,116655,0,0,816585,8,0,5,1,0,5,1
Cochin,Liquid,Distributor,Chemicals,Multi-modal,145,43420,22068,65488,1,1,327440,10,0,6,1,5735,5,1
Chennai,Bulk,Distributor,FMCG,Road,1211,68783,27882,96665,0,0,773320,2,1,3,1,0,4,1
Chennai,Bulk,Exporter,Chemicals,Road,1439,43554,32579,76133,1,3,228399,10,0,2,0,25755,3,1
Cochin,Liquid,Exporter,Textiles,Multi-modal,673,63107,24374,87481,0,0,174962,14,0,5,0,0,2,0
Kolkata,Container,Exporter,Textiles,Road,79,72743,26032,98775,1,3,790200,4,0,3,0,9363,2,1
Kolkata,Hazardous,Retailer,Textiles,Road,561,76827,31285,108112,1,3,432448,6,1,2,1,29286,4,1
Chennai,Container,Importer,FMCG,Rail,1194,53054,34070,87124,0,0,348496,14,0,4,1,0,5,1
Mundra,Liquid,Importer,Electronics,Rail,485,50796,38210,89006,0,0,712048,2,0,3,1,0,1,0
Kolkata,Hazardous,Retailer,FMCG,Multi-modal,1258,78942,35689,114631,0,0,229262,14,0,1,0,0,2,1
Kolkata,Hazardous,Retailer,Machinery,Rail,1143,86051,32186,118237,0,0,236474,6,0,2,0,0,4,1
Cochin,Container,Distributor,Chemicals,Multi-modal,638,61113,36006,97119,0,0,194238,1,1,6,1,0,3,1
Cochin,Bulk,Importer,Machinery,Rail,1105,57401,35428,92829,0,0,371316,3,0,1,0,0,1,1
Kolkata,Bulk,Importer,Chemicals,Road,366,82759,36287,119046,1,4,238092,1,0,1,1,12860,5,1
Kolkata,Container,Exporter,Textiles,Road,863,51896,39514,91410,0,0,457050,6,1,5,1,0,1,1
JNPT,Liquid,Importer,Machinery,Road,79,41116,37540,78656,1,3,393280,9,1,5,1,12015,4,1
Cochin,Hazardous,Importer,Electronics,Multi-modal,993,54147,33613,87760,0,0,526560,3,1,3,0,0,1,0
Mundra,Container,Importer,Electronics,Road,1488,65522,24649,90171,1,4,180342,12,0,4,0,39052,3,1
Chennai,Hazardous,Retailer,Textiles,Rail,305,63053,21753,84806,1,3,763254,11,0,3,1,3948,2,1
Mundra,Liquid,Distributor,Chemicals,Road,485,42594,31074,73668,0,0,442008,8,1,2,0,0,3,0
Chennai,Hazardous,Retailer,Electronics,Multi-modal,1042,42366,32367,74733,1,4,523131,4,1,6,0,16260,5,1
Cochin,Container,Exporter,Chemicals,Multi-modal,294,42661,39362,82023,0,0,410115,3,0,5,1,0,3,1
Kolkata,Liquid,Distributor,Chemicals,Multi-modal,639,51137,24698,75835,0,0,530845,7,0,2,0,0,3,0
Mundra,Bulk,Exporter,Textiles,Multi-modal,150,52952,29047,81999,1,2,573993,7,0,3,1,6800,3,1
Cochin,Hazardous,Importer,FMCG,Multi-modal,203,81010,27826,108836,1,4,761852,6,1,6,0,29108,4,1
Chennai,Liquid,Retailer,Textiles,Road,1314,71288,33813,105101,0,0,420404,11,1,5,1,0,5,1
Mundra,Hazardous,Exporter,FMCG,Road,286,79128,36862,115990,1,1,579950,12,1,3,1,9356,5,1
JNPT,Hazardous,Retailer,Chemicals,Multi-modal,1124,40569,23328,63897,1,3,127794,7,0,2,1,25569,2,1
Chennai,Hazardous,Distributor,FMCG,Rail,1430,88283,30832,119115,0,0,833805,3,1,6,0,0,2,1
Cochin,Liquid,Retailer,Textiles,Multi-modal,574,53351,26540,79891,1,3,159782,7,1,4,0,11019,2,1
JNPT,Bulk,Importer,Textiles,Multi-modal,948,63581,23526,87107,0,0,261321,9,1,2,1,0,2,1
Chennai,Container,Distributor,Electronics,Multi-modal,949,79687,25593,105280,1,2,842240,4,1,2,0,3656,3,1
JNPT,Bulk,Retailer,Textiles,Multi-modal,824,72655,33216,105871,0,0,846968,13,0,2,0,0,1,1
Kolkata,Bulk,Distributor,Textiles,Multi-modal,312,67987,38557,106544,0,0,745808,8,1,6,1,0,2,1
Mundra,Bulk,Exporter,FMCG,Road,1007,67955,32211,100166,1,4,801328,13,0,2,0,6540,2,1
Kolkata,Hazardous,Exporter,FMCG,Multi-modal,87,69228,29309,98537,0,0,689759,1,1,5,0,0,4,1
Kolkata,Liquid,Exporter,Chemicals,Multi-modal,1444,50555,25120,75675,1,1,227025,6,0,5,1,6690,3,1
Chennai,Container,Distributor,Electronics,Multi-modal,1187,85665,37383,123048,1,1,1107432,8,1,4,1,9335,5,1
Kolkata,Liquid,Exporter,Electronics,Road,660,46590,30212,76802,0,0,230406,6,0,1,1,0,1,0
Chennai,Container,Exporter,Textiles,Road,1086,76590,31622,108212,1,1,541060,6,1,5,1,8428,2,1
Cochin,Container,Exporter,FMCG,Road,859,64361,28412,92773,1,1,463865,1,1,2,0,2978,2,1
Kolkata,Liquid,Exporter,Machinery,Rail,1251,66989,36128,103117,0,0,928053,12,1,6,1,0,1,1
Mundra,Bulk,Distributor,Electronics,Multi-modal,509,53684,29680,83364,0,0,416820,9,0,6,1,0,4,1
Kolkata,Liquid,Importer,Textiles,Rail,1034,71599,37749,109348,0,0,218696,14,0,2,0,0,3,1
Mundra,Liquid,Importer,Chemicals,Rail,1249,78588,31453,110041,0,0,550205,12,1,5,0,0,1,1
Kolkata,Bulk,Distributor,FMCG,Rail,913,55223,31452,86675,0,0,433375,2,1,3,1,0,2,1
JNPT,Container,Retailer,Electronics,Multi-modal,1163,52164,25217,77381,1,3,232143,14,0,3,1,23061,3,1
JNPT,Hazardous,Retailer,Chemicals,Multi-modal,1496,43857,24950,68807,0,0,206421,1,1,5,0,0,4,1
JNPT,Liquid,Retailer,FMCG,Multi-modal,426,44281,38584,82865,0,0,497190,13,1,1,1,0,3,1
Chennai,Container,Exporter,FMCG,Rail,670,85806,33805,119611,0,0,717666,11,0,3,1,0,2,1
Cochin,Bulk,Retailer,FMCG,Road,1332,68340,35808,104148,1,2,312444,2,1,6,0,8672,1,1
Kolkata,Bulk,Retailer,Electronics,Rail,584,75975,29275,105250,0,0,421000,11,0,6,0,0,1,1
Mundra,Bulk,Exporter,Chemicals,Road,351,53165,38616,91781,1,2,275343,8,1,5,1,19928,3,1
Cochin,Liquid,Importer,FMCG,Rail,1157,66968,27437,94405,0,0,283215,2,0,4,1,0,1,1
Chennai,Bulk,Distributor,Chemicals,Road,898,71188,39889,111077,1,1,444308,1,1,4,0,1743,1,1
Chennai,Container,Distributor,Textiles,Road,843,82948,20207,103155,1,4,928395,4,0,5,0,38496,1,1
Chennai,Container,Importer,Machinery,Multi-modal,198,52719,36517,89236,0,0,535416,2,1,6,0,0,1,1
Mundra,Container,Exporter,Chemicals,Road,1210,42327,38930,81257,1,4,731313,2,1,3,1,37292,1,1
JNPT,Container,Retailer,FMCG,Rail,201,70706,22466,93172,0,0,279516,1,1,2,0,0,1,1
Cochin,Liquid,Exporter,Textiles,Road,1185,59844,38220,98064,1,3,882576,13,0,1,1,20112,5,1
JNPT,Hazardous,Retailer,FMCG,Multi-modal,980,68057,38447,106504,1,4,745528,9,1,1,0,36836,2,1
Mundra,Container,Retailer,Textiles,Multi-modal,921,80824,36086,116910,1,3,701460,3,0,1,0,5907,1,1
Chennai,Container,Exporter,FMCG,Road,1307,42661,35309,77970,0,0,389850,6,1,5,0,0,3,1
JNPT,Hazardous,Retailer,Machinery,Rail,654,45213,26227,71440,0,0,642960,9,0,5,0,0,3,0
Kolkata,Bulk,Exporter,Machinery,Multi-modal,1072,45257,35051,80308,1,3,562156,14,0,5,1,18606,4,1
Kolkata,Liquid,Retailer,Electronics,Rail,1091,87965,33722,121687,0,0,1095183,1,0,2,0,0,4,1
Kolkata,Bulk,Exporter,Electronics,Road,899,73033,22850,95883,1,2,767064,9,1,5,1,8548,5,1
JNPT,Hazardous,Retailer,Electronics,Road,591,49368,31945,81313,1,3,487878,11,0,2,1,11958,5,1
Chennai,Bulk,Importer,FMCG,Multi-modal,1413,74890,33892,108782,0,0,870256,4,1,4,0,0,5,1
Kolkata,Container,Exporter,FMCG,Multi-modal,151,45848,36877,82725,0,0,413625,11,0,5,1,0,4,1
Mundra,Container,Retailer,Electronics,Road,1280,78022,24354,102376,1,2,614256,7,0,1,0,10582,4,1
Chennai,Container,Importer,Electronics,Rail,611,61514,36327,97841,1,4,880569,7,0,5,0,4364,1,1
Cochin,Liquid,Importer,Textiles,Rail,1434,88555,29600,118155,0,0,236310,14,0,4,1,0,4,1
Kolkata,Hazardous,Retailer,Textiles,Road,890,67488,33211,100699,1,2,704893,12,1,6,1,8944,4,1
Kolkata,Hazardous,Retailer,Machinery,Road,1338,47739,34852,82591,0,0,578137,6,0,1,0,0,5,0
Cochin,Liquid,Retailer,Textiles,Rail,1461,60387,38697,99084,0,0,891756,14,0,6,0,0,5,1
Cochin,Container,Importer,Electronics,Multi-modal,214,54185,38734,92919,0,0,185838,13,0,3,0,0,2,1
Chennai,Bulk,Distributor,Machinery,Rail,921,48373,34378,82751,0,0,496506,6,0,1,0,0,5,1
Cochin,Liquid,Exporter,FMCG,Rail,1369,73583,34510,108093,0,0,324279,10,1,6,1,0,1,1
Mundra,Bulk,Exporter,Machinery,Multi-modal,542,70475,24221,94696,0,0,852264,1,0,4,1,0,1,1
JNPT,Container,Distributor,Textiles,Road,146,70059,24719,94778,0,0,758224,3,1,4,0,0,2,1
Kolkata,Container,Retailer,Electronics,Rail,1066,52647,26681,79328,1,3,555296,13,1,2,0,5163,2,1
Mundra,Liquid,Importer,Chemicals,Road,649,86775,31079,117854,0,0,1060686,1,1,1,0,0,2,1
Mundra,Container,Retailer,Electronics,Rail,71,70743,29791,100534,0,0,703738,4,1,2,0,0,5,1
Kolkata,Liquid,Distributor,Textiles,Rail,54,52979,22209,75188,0,0,451128,12,0,1,1,0,2,0
Kolkata,Bulk,Distributor,Chemicals,Road,1238,73954,26461,100415,0,0,200830,8,1,6,1,0,1,1
Chennai,Bulk,Retailer,Electronics,Multi-modal,265,85471,22779,108250,1,3,757750,7,1,1,0,29403,5,1
Mundra,Bulk,Retailer,FMCG,Road,172,78217,22811,101028,1,4,404112,13,1,1,1,7152,1,1
Mundra,Container,Importer,Machinery,Rail,1221,46741,23654,70395,0,0,351975,12,1,1,1,0,4,0
Chennai,Hazardous,Retailer,Textiles,Multi-modal,538,74920,28738,103658,0,0,207316,1,0,2,0,0,1,1
Cochin,Bulk,Exporter,Textiles,Road,1249,65223,28572,93795,0,0,375180,9,1,4,1,0,5,1
Chennai,Hazardous,Importer,Textiles,Multi-modal,1311,62972,20617,83589,1,2,417945,1,0,1,0,16848,2,1
Mundra,Hazardous,Importer,Electronics,Road,262,56608,30433,87041,1,4,174082,7,1,4,0,5636,5,1
Kolkata,Hazardous,Importer,Electronics,Road,651,71856,35523,107379,0,0,859032,12,0,4,0,0,3,1
Chennai,Liquid,Exporter,Electronics,Road,84,85136,39046,124182,0,0,1117638,9,1,2,1,0,2,1
Chennai,Liquid,Importer,Textiles,Road,669,43608,26878,70486,0,0,140972,1,0,3,0,0,3,0
Chennai,Bulk,Exporter,FMCG,Road,688,70134,35640,105774,0,0,634644,13,0,1,1,0,1,1
Mundra,Container,Importer,Textiles,Rail,559,73064,37470,110534,0,0,773738,3,0,5,1,0,1,1
Cochin,Bulk,Distributor,FMCG,Multi-modal,1156,73488,26325,99813,1,1,399252,10,0,5,0,8734,3,1
Kolkata,Liquid,Importer,Chemicals,Road,947,56217,22005,78222,1,3,547554,9,0,4,1,16437,4,1
Cochin,Bulk,Exporter,Textiles,Road,239,43543,35424,78967,1,2,394835,10,1,3,1,14444,4,1
Kolkata,Hazardous,Exporter,Chemicals,Road,1495,61494,21468,82962,0,0,580734,3,0,5,0,0,3,1
Kolkata,Container,Exporter,Machinery,Multi-modal,1164,88049,24087,112136,1,4,784952,4,0,1,0,27096,4,1
Kolkata,Liquid,Exporter,Electronics,Multi-modal,499,71560,31282,102842,0,0,514210,11,0,1,0,0,5,1
Kolkata,Liquid,Distributor,Textiles,Multi-modal,402,68392,23717,92109,0,0,736872,4,0,5,0,0,5,1
Cochin,Hazardous,Retailer,Machinery,Road,457,65259,36862,102121,1,1,612726,9,0,1,0,6562,3,1
Mundra,Liquid,Retailer,Machinery,Rail,429,71182,38028,109210,0,0,546050,8,0,3,0,0,1,1
Cochin,Liquid,Distributor,FMCG,Multi-modal,311,72353,28914,101267,1,2,303801,7,1,3,1,15372,1,1
Cochin,Container,Retailer,Electronics,Multi-modal,771,80721,23301,104022,0,0,520110,13,1,5,1,0,1,1
Chennai,Liquid,Exporter,Textiles,Rail,1247,45440,27110,72550,0,0,652950,8,1,4,0,0,5,1
JNPT,Container,Importer,Textiles,Rail,1096,79208,31735,110943,0,0,332829,14,1,6,0,0,1,1
JNPT,Container,Distributor,Machinery,Road,1247,60377,39468,99845,1,2,599070,7,0,6,1,15094,5,1
Kolkata,Container,Retailer,Chemicals,Rail,795,60263,39320,99583,1,4,697081,4,0,6,0,15412,1,1
Mundra,Hazardous,Exporter,Textiles,Road,1166,79130,33311,112441,0,0,899528,3,1,4,1,0,5,1
Kolkata,Liquid,Exporter,Machinery,Multi-modal,413,41262,29319,70581,0,0,423486,6,0,2,1,0,4,0
Chennai,Bulk,Exporter,Machinery,Road,637,54436,36490,90926,0,0,363704,3,1,1,0,0,1,1
Mundra,Hazardous,Exporter,Electronics,Rail,1383,85213,20327,105540,1,1,844320,7,1,5,1,5336,3,1
Kolkata,Hazardous,Importer,FMCG,Road,618,53675,29748,83423,0,0,333692,7,1,5,0,0,4,0
Kolkata,Liquid,Importer,Electronics,Road,1235,88514,32543,121057,0,0,605285,12,0,5,0,0,5,1
Mundra,Container,Exporter,Textiles,Multi-modal,1103,65734,38610,104344,0,0,521720,11,0,4,1,0,3,1
Chennai,Bulk,Distributor,Electronics,Multi-modal,248,41726,36149,77875,0,0,389375,13,0,1,0,0,5,1
Chennai,Hazardous,Retailer,FMCG,Road,384,55175,31027,86202,1,2,775818,13,1,5,1,12884,3,1
Chennai,Hazardous,Distributor,FMCG,Multi-modal,1083,81288,20546,101834,0,0,712838,10,1,1,1,0,3,1
Mundra,Bulk,Importer,Textiles,Rail,66,51842,25708,77550,1,1,542850,5,0,1,1,6982,5,1
Mundra,Liquid,Importer,FMCG,Rail,101,76731,31866,108597,1,1,977373,3,0,6,1,9300,1,1
Mundra,Bulk,Exporter,FMCG,Road,572,59332,28405,87737,1,2,701896,5,1,4,1,12198,1,1
Kolkata,Bulk,Importer,Textiles,Road,927,80916,34155,115071,0,0,690426,12,0,5,0,0,4,1
Mundra,Hazardous,Retailer,Electronics,Rail,553,42424,31576,74000,1,4,296000,1,0,1,0,14492,2,1
Chennai,Bulk,Exporter,Electronics,Multi-modal,314,68572,29260,97832,1,4,782656,11,1,1,0,5200,1,1
Chennai,Hazardous,Exporter,Machinery,Rail,1143,51618,25914,77532,0,0,310128,3,1,4,0,0,1,0
Cochin,Container,Importer,Electronics,Road,447,87143,21552,108695,0,0,978255,11,0,2,1,0,1,1
Kolkata,Bulk,Exporter,FMCG,Road,1212,47595,20424,68019,0,0,340095,5,0,4,1,0,3,1
Mundra,Bulk,Importer,Textiles,Road,424,63513,36349,99862,0,0,599172,11,1,2,0,0,4,1
Kolkata,Bulk,Distributor,Chemicals,Multi-modal,528,76992,24979,101971,1,2,713797,1,1,3,0,5118,4,1
Chennai,Container,Retailer,Chemicals,Rail,117,68842,36531,105373,0,0,842984,11,1,1,1,0,1,1
JNPT,Container,Exporter,Electronics,Rail,1063,71748,30469,102217,0,0,204434,13,1,4,0,0,3,1
Cochin,Container,Exporter,Chemicals,Rail,892,85491,24827,110318,1,1,330954,7,1,1,0,9527,1,1
Cochin,Container,Retailer,Electronics,Rail,1171,78865,26458,105323,0,0,947907,12,1,1,1,0,3,1
Cochin,Container,Importer,Chemicals,Road,808,76955,23340,100295,0,0,702065,14,1,6,0,0,3,1
Cochin,Liquid,Exporter,Machinery,Multi-modal,1126,65545,37371,102916,1,4,514580,11,0,2,0,27200,1,1
Mundra,Container,Importer,Chemicals,Rail,312,80785,22815,103600,1,2,207200,9,1,3,1,17028,4,1
JNPT,Hazardous,Distributor,Chemicals,Multi-modal,191,43590,34698,78288,1,2,469728,2,0,2,0,10024,5,1
Kolkata,Container,Importer,FMCG,Multi-modal,630,73055,37169,110224,0,0,881792,2,1,6,1,0,3,1
Cochin,Hazardous,Importer,Machinery,Road,1374,76291,25424,101715,0,0,712005,5,0,6,1,0,4,1
Kolkata,Liquid,Exporter,Electronics,Rail,1298,68780,28181,96961,0,0,581766,1,0,6,1,0,4,1
JNPT,Container,Retailer,Textiles,Rail,978,52778,26162,78940,0,0,236820,10,1,1,0,0,4,0
Kolkata,Liquid,Retailer,Electronics,Rail,1257,46586,39703,86289,1,4,690312,12,0,2,1,25200,5,1
Mundra,Liquid,Distributor,Textiles,Road,1170,56312,31273,87585,0,0,613095,3,1,6,1,0,4,1
Cochin,Hazardous,Retailer,Textiles,Multi-modal,1086,66998,24147,91145,0,0,182290,4,1,5,1,0,3,1
JNPT,Hazardous,Importer,Textiles,Road,126,43709,36597,80306,0,0,160612,13,0,2,0,0,2,0
JNPT,Liquid,Retailer,Textiles,Multi-modal,406,64501,35546,100047,0,0,500235,12,0,4,0,0,5,1
Chennai,Liquid,Retailer,Machinery,Rail,415,72007,23505,95512,1,1,764096,4,0,5,1,3870,1,1
Kolkata,Liquid,Distributor,Machinery,Road,225,89534,27790,117324,0,0,703944,4,0,2,1,0,2,1
Kolkata,Container,Retailer,Electronics,Multi-modal,1047,73117,20440,93557,1,3,187114,14,0,2,0,25632,2,1
Chennai,Container,Exporter,FMCG,Rail,762,58114,20035,78149,0,0,547043,14,1,3,1,0,4,0
Kolkata,Hazardous,Exporter,Electronics,Multi-modal,295,52860,34247,87107,0,0,696856,13,0,3,0,0,5,0
Chennai,Hazardous,Retailer,Textiles,Rail,179,70956,35310,106266,0,0,850128,2,0,3,0,0,2,1
JNPT,Bulk,Distributor,Chemicals,Multi-modal,304,69553,28301,97854,0,0,293562,14,0,3,1,0,3,1
Cochin,Container,Importer,Machinery,Multi-modal,1285,78720,27517,106237,1,3,849896,4,0,1,0,14133,3,1
Chennai,Hazardous,Distributor,Machinery,Multi-modal,1201,47404,33333,80737,0,0,161474,11,1,1,0,0,4,0
Cochin,Container,Exporter,Machinery,Road,1360,51938,36318,88256,1,4,176512,6,0,1,0,32392,5,1
Cochin,Hazardous,Importer,FMCG,Road,1008,81362,20612,101974,0,0,713818,8,1,5,1,0,1,1
Cochin,Container,Distributor,Chemicals,Multi-modal,101,80324,21341,101665,0,0,813320,1,1,4,1,0,5,1
JNPT,Bulk,Exporter,Chemicals,Road,554,79715,33790,113505,1,1,567525,3,0,3,1,3500,2,1
Chennai,Container,Exporter,Chemicals,Multi-modal,343,56683,32416,89099,1,2,445495,12,1,5,0,6176,5,1
Cochin,Container,Exporter,Electronics,Rail,742,68949,39810,108759,1,1,652554,1,0,1,0,5320,5,1
Kolkata,Liquid,Exporter,Machinery,Multi-modal,1432,49212,25196,74408,1,3,669672,5,0,1,0,24342,3,1
Mundra,Bulk,Retailer,FMCG,Rail,780,80730,31391,112121,1,4,448484,8,0,4,0,26900,2,1
Kolkata,Hazardous,Exporter,Textiles,Rail,764,67384,20124,87508,1,4,262524,14,1,6,1,10616,2,1
Kolkata,Liquid,Distributor,FMCG,Rail,957,80087,23573,103660,0,0,621960,5,0,4,1,0,4,1
Chennai,Bulk,Exporter,Electronics,Road,1188,51612,34843,86455,1,4,778095,4,1,5,1,14272,1,1
Mundra,Container,Distributor,Textiles,Road,1354,58281,22192,80473,0,0,402365,5,1,6,0,0,1,0
Cochin,Bulk,Retailer,Machinery,Multi-modal,1214,62918,24494,87412,0,0,349648,11,0,1,1,0,3,1
Cochin,Hazardous,Importer,Textiles,Multi-modal,82,63124,29811,92935,1,4,836415,10,0,4,0,19912,5,1
Chennai,Liquid,Retailer,FMCG,Rail,410,50273,39692,89965,0,0,449825,8,1,2,0,0,3,1
JNPT,Hazardous,Distributor,Chemicals,Multi-modal,979,56615,39126,95741,0,0,191482,2,1,6,1,0,5,1
Mundra,Liquid,Exporter,Electronics,Rail,1003,78695,20599,99294,0,0,595764,6,1,2,0,0,1,1
Mundra,Liquid,Importer,Chemicals,Multi-modal,367,78221,21827,100048,1,2,400192,7,1,4,0,9074,5,1
Cochin,Container,Importer,FMCG,Rail,1246,71001,26818,97819,1,3,489095,7,1,6,1,6648,3,1
Cochin,Liquid,Exporter,Textiles,Multi-modal,907,49906,32236,82142,0,0,574994,12,0,3,0,0,5,0
Chennai,Bulk,Importer,Machinery,Multi-modal,233,56102,20689,76791,0,0,153582,13,1,4,1,0,1,0
Mundra,Liquid,Retailer,Electronics,Rail,81,66561,24866,91427,1,1,457135,3,0,4,0,2642,2,1
Mundra,Bulk,Retailer,FMCG,Road,1472,72078,32268,104346,0,0,521730,7,1,2,1,0,5,1
Chennai,Hazardous,Distributor,Machinery,Rail,604,89255,37125,126380,0,0,758280,4,0,4,1,0,3,1
Kolkata,Liquid,Distributor,Textiles,Rail,535,79258,34114,113372,0,0,906976,2,1,4,0,0,2,1
Chennai,Container,Retailer,Machinery,Multi-modal,849,84291,35528,119819,1,3,359457,7,0,2,0,18852,2,1
Cochin,Container,Distributor,Textiles,Rail,1321,49509,32764,82273,1,1,411365,1,1,2,0,5780,1,1
Chennai,Liquid,Exporter,Textiles,Road,561,79899,24935,104834,1,1,629004,1,1,4,0,3957,5,1
Mundra,Bulk,Retailer,FMCG,Multi-modal,689,65617,20026,85643,0,0,342572,5,1,1,1,0,4,1
Chennai,Container,Retailer,FMCG,Multi-modal,129,76115,21986,98101,0,0,686707,11,1,6,0,0,5,1
Kolkata,Hazardous,Importer,Machinery,Road,1476,43044,23883,66927,0,0,602343,3,1,4,0,0,5,1
JNPT,Bulk,Retailer,Machinery,Multi-modal,270,71404,22788,94192,0,0,753536,11,1,2,1,0,5,1
Kolkata,Container,Distributor,Chemicals,Rail,528,82448,27938,110386,0,0,441544,7,0,6,1,0,3,1
JNPT,Bulk,Retailer,FMCG,Multi-modal,396,84933,31043,115976,0,0,927808,1,0,2,0,0,4,1
Chennai,Hazardous,Retailer,Machinery,Road,1175,74930,37869,112799,1,2,676794,2,1,4,1,5436,1,1
Cochin,Liquid,Distributor,Machinery,Road,669,74608,36881,111489,0,0,1003401,4,1,4,0,0,4,1
Kolkata,Bulk,Exporter,Chemicals,Rail,702,85835,23695,109530,1,4,438120,14,1,4,0,39980,4,1
Chennai,Liquid,Importer,Machinery,Rail,139,69543,23162,92705,0,0,278115,5,1,5,1,0,2,1
Cochin,Container,Exporter,Textiles,Rail,923,72049,31620,103669,1,4,311007,3,1,3,1,27580,5,1
Mundra,Container,Retailer,Electronics,Road,1175,52202,25515,77717,0,0,699453,2,0,4,0,0,4,1
Mundra,Liquid,Importer,Chemicals,Multi-modal,486,55475,32137,87612,1,1,350448,14,1,6,1,6566,1,1
Chennai,Bulk,Retailer,Machinery,Rail,1369,81982,31322,113304,0,0,453216,9,1,3,0,0,3,1
Chennai,Container,Retailer,Electronics,Rail,853,51683,22962,74645,1,1,223935,10,0,6,0,4723,5,1
Chennai,Hazardous,Importer,Textiles,Multi-modal,107,88074,32195,120269,0,0,1082421,1,1,6,1,0,5,1
Chennai,Bulk,Importer,Textiles,Rail,315,69572,20656,90228,1,1,721824,13,0,6,0,9102,2,1
Chennai,Liquid,Importer,Chemicals,Multi-modal,422,86557,39425,125982,0,0,1007856,4,1,6,0,0,3,1
Cochin,Hazardous,Distributor,Machinery,Multi-modal,567,74850,32134,106984,0,0,427936,10,0,3,1,0,1,1
JNPT,Bulk,Importer,Electronics,Road,1107,54378,30328,84706,1,2,592942,3,0,4,1,7826,4,1
Mundra,Container,Exporter,Chemicals,Road,129,46971,29507,76478,0,0,382390,11,1,3,0,0,2,0
Chennai,Liquid,Exporter,Chemicals,Road,1062,83176,23405,106581,1,4,852648,13,0,5,0,33020,1,1
Kolkata,Bulk,Importer,Machinery,Multi-modal,1490,77221,39513,116734,0,0,233468,9,0,6,0,0,5,1
Kolkata,Container,Retailer,Textiles,Multi-modal,938,59024,26371,85395,1,4,512370,12,1,3,0,26492,5,1
Cochin,Container,Retailer,Textiles,Multi-modal,610,86366,22747,109113,0,0,763791,8,1,1,0,0,4,1
Kolkata,Liquid,Distributor,FMCG,Multi-modal,1120,71002,34813,105815,1,1,211630,11,0,3,0,5022,1,1
Chennai,Liquid,Exporter,Electronics,Multi-modal,1491,47288,28992,76280,1,2,686520,7,0,1,1,14230,4,1
Mundra,Container,Distributor,FMCG,Multi-modal,457,70221,34996,105217,1,1,420868,5,1,6,1,9297,3,1
Mundra,Hazardous,Retailer,FMCG,Multi-modal,1387,52105,36877,88982,0,0,711856,5,0,1,0,0,5,0
JNPT,Hazardous,Importer,Electronics,Multi-modal,770,44424,27847,72271,0,0,505897,8,1,1,1,0,3,1
Cochin,Hazardous,Retailer,FMCG,Multi-modal,1075,49629,20126,69755,0,0,558040,10,1,5,0,0,4,1
Cochin,Container,Importer,Electronics,Road,847,84310,27520,111830,0,0,894640,13,0,2,0,0,5,1
JNPT,Bulk,Retailer,Electronics,Road,1311,41857,34455,76312,0,0,152624,5,0,4,0,0,3,1
Kolkata,Container,Retailer,Electronics,Road,806,61938,33319,95257,0,0,285771,1,0,6,1,0,4,1
Mundra,Container,Retailer,FMCG,Road,516,42699,31125,73824,0,0,442944,4,1,1,1,0,2,1
JNPT,Hazardous,Exporter,Machinery,Rail,1131,53950,27992,81942,0,0,327768,13,0,4,0,0,1,1
Chennai,Liquid,Exporter,Machinery,Rail,252,75489,24821,100310,0,0,601860,14,0,3,0,0,2,1
Mundra,Liquid,Exporter,Electronics,Rail,628,80324,20008,100332,0,0,802656,5,1,5,1,0,2,1
Chennai,Container,Importer,Electronics,Road,1234,60533,35337,95870,0,0,383480,11,1,2,0,0,1,1
Cochin,Bulk,Importer,FMCG,Rail,1109,53052,38038,91090,0,0,182180,8,0,4,1,0,4,1
Chennai,Bulk,Importer,Chemicals,Multi-modal,338,58565,20832,79397,0,0,238191,9,0,5,1,0,2,0
Mundra,Bulk,Distributor,Electronics,Road,546,68198,36566,104764,0,0,314292,5,0,3,1,0,1,1
Cochin,Liquid,Importer,Electronics,Road,278,88833,20318,109151,0,0,545755,9,1,2,0,0,2,1
Chennai,Liquid,Distributor,Chemicals,Multi-modal,1425,72792,37538,110330,1,4,992970,2,0,4,0,12624,4,1
Kolkata,Hazardous,Distributor,Electronics,Road,1171,48911,27486,76397,0,0,229191,8,0,2,0,0,5,1
Chennai,Liquid,Retailer,FMCG,Rail,174,74826,38254,113080,1,4,226160,8,0,2,0,39540,1,1
Kolkata,Bulk,Distributor,Machinery,Multi-modal,1090,46817,27430,74247,0,0,519729,13,1,5,1,0,1,1
Kolkata,Liquid,Retailer,Machinery,Road,1376,63694,30556,94250,0,0,471250,11,0,5,1,0,4,1
Kolkata,Bulk,Exporter,Textiles,Road,344,69052,36446,105498,0,0,421992,3,0,3,1,0,4,1
Chennai,Liquid,Distributor,FMCG,Rail,984,53194,24231,77425,0,0,232275,10,0,2,0,0,5,0
Kolkata,Container,Retailer,Textiles,Multi-modal,160,79781,29484,109265,0,0,764855,2,0,1,1,0,3,1
Mundra,Liquid,Retailer,Chemicals,Road,611,57505,36439,93944,1,2,563664,4,1,4,1,3588,2,1
Mundra,Bulk,Retailer,Textiles,Rail,95,50856,26795,77651,1,4,465906,9,1,6,0,10776,4,1
